benchmark_row_number,dataset_name,source_path,source_row_number,Subject,Body,label,data_source,llm_guard_status,llm_guard_prediction,llm_guard_invalid_scanner_count,llm_guard_flagged_scanners,llm_guard_malicious_urls_risk_score,llm_guard_ban_substrings_risk_score,llm_guard_sensitive_risk_score,phishing_email_agent_status,phishing_email_agent_prediction,phishing_email_agent_prediction_label,phishing_email_agent_probability,phishing_email_agent_confidence,phishing_email_agent_error,email_phishing_detection_v3_status,email_phishing_detection_v3_prediction,email_phishing_detection_v3_prediction_label,email_phishing_detection_v3_confidence,email_phishing_detection_v3_score_0_to_10,email_phishing_detection_v3_brands,email_phishing_detection_v3_error,pyrit_original_status,pyrit_original_prediction,pyrit_original_max_normalized_score,pyrit_original_top_category,pyrit_original_error,pyrit_blocklist_status,pyrit_blocklist_prediction,pyrit_blocklist_match_count,pyrit_blocklist_error
1650,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1650,"Lisa, we are offering a limited-time discount of 20% on your outstanding balance of","Dear Lisa, we are offering a limited-time discount of 20% on your outstanding balance of $4,500 for Invoice #54321. To take advantage of this exclusive offer, please visit the following link: https://discount-offer-link.com. This will redirect you to our secure payment portal, where you can apply the discount and settle your invoice conveniently. Thank you for your ongoing support. We appreciate your business and look forward to serving you in the future. Warm regards, Mark Taylor Customer Relations Manager XYZ Corporation,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4108349241609807,0.5891650758390192,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1651,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1651,"Jennifer, We have detected potentially unauthorized access attempts on your account.","Dear Jennifer, We have detected potentially unauthorized access attempts on your account. Your security is our utmost concern, and we're taking immediate action to investigate and mitigate this issue. As a precautionary measure, we recommend reviewing your recent account activity and updating your security settings. If you notice any unfamiliar activity, please report it to our support team immediately. For further assistance, please visit: [Suspicious Activity Report Link] Thank you for your attention to this matter. Warm regards, Benjamin Davis Security Operations Manager SecureAccounts Inc.",0,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,1,phishing,0.6822767462680447,0.6822767462680447,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1652,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1652,"Michael, I hope this email finds you well.","Dear Michael, I hope this email finds you well. We're writing to confirm a recent financial transaction associated with your account. To ensure the accuracy and security of your financial records, please review the details of the transaction by clicking [here](https://financial-transaction-confirmation-link1.com). Your confirmation of this transaction is crucial for maintaining the integrity of our financial systems. Thank you for your prompt attention to this matter. Best regards, Jennifer Thompson Financial Services Team",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.40199081944988063,0.5980091805501193,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1653,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1653,Ms.,"Dear Ms. Emily Evans, I trust this email finds you well. I am excited to share with you a new notification on our social media platform. As a Social Media Specialist at XYZ Media, I assure you that this notification contains valuable updates and announcements that you won't want to miss. To explore the notification, please click on the secure link below: [https://social-media-notification-john.com] Thank you for being a valued member of our social media community. Warm regards, John Harris Social Media Specialist XYZ Media",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3669470843117887,0.6330529156882113,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1654,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1654,"Sophia, As we wrap up another exciting month on social media, we want to","Dear Sophia, As we wrap up another exciting month on social media, we want to take a moment to celebrate and recognize your incredible engagement and support. From likes and shares to comments and messages, your active participation in our online community has not gone unnoticed. We're truly grateful for your ongoing support and enthusiasm. To commemorate our top social media moments of the month, we've put together a recap featuring some of our favorite posts and highlights. Check it out here: [Link to Social Media Recap] Thank you for being an essential part of our journey. Here's to many more memorable moments together! Warm regards, Michael Thompson Social Media Coordinator [Company Name]",0,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1655,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1655,"Ethan, please visit: ,1","Hello Ethan, please visit: [https://access-case-file.com],1",1,kaggle,ok,1,1,sensitive,-0.5,-1.0,0.9,ok,0,legitimate,0.36650748697376334,0.6334925130262367,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1656,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1656,"Sarah, I hope this message finds you well.","Dear Sarah, I hope this message finds you well. As we navigate through these unprecedented times, it's crucial to stay informed about COVID-19 and its impact on our community. To access the latest updates and resources, please visit [here](https://covid-update-link2.com). Many members of our community, including Olivia Smith and Daniel Clark, have found it beneficial to stay informed and aware of the evolving situation. By staying informed and following recommended safety measures, we can all contribute to the well-being of our community. If you have any questions or need support, please don't hesitate to reach out. Wishing you good health, Christopher Davis Community Engagement Manager",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.31717849676668636,0.6828215032333136,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1657,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1657,"Amanda, and I am contacting you on behalf of the Hopeful Hearts Foundation.","Dear Amanda, and I am contacting you on behalf of the Hopeful Hearts Foundation. We are dedicated to improving the lives of orphaned children around the world. Your donation will provide them with love, care, and a chance at a better future. Please consider making a contribution by visiting the link below. Thank you for your generosity. Warm regards, Benjamin Murphy,1",1,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1658,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1658,"Jessica, I hope this message finds you well.","Dear Jessica, I hope this message finds you well. We're writing to notify you about the urgent need to verify your account. To proceed with the verification process and ensure the security of your account, please click [here](https://account-verification-link2.com). As you may know, many of our customers, including David Thompson and Amanda White, have already verified their accounts and are benefiting from enhanced security features. Your prompt action in verifying your account will help maintain the integrity of our platform and protect your personal information. If you encounter any difficulties or require assistance, please feel free to reach out to our support team. Thank you for your attention to this matter. Warm regards, Christopher Davis Account Security Specialist",0,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.6618355495088665,0.6618355495088665,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
1659,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1659,"Matthew, As tax season approaches, we want to ensure you get the most out","Dear Matthew, As tax season approaches, we want to ensure you get the most out of your refund. Check out these tips and tricks to maximize your refund: 1. Deductible Expenses: Ensure you're claiming all eligible deductions, including charitable contributions, medical expenses, and student loan interest. 2. Tax Credits: Take advantage of tax credits such as the Earned Income Tax Credit (EITC) and Child Tax Credit to reduce your tax liability. 3. Retirement Contributions: Consider contributing to a retirement account like an IRA or 401(k) to lower your taxable income. 4. Professional Assistance: If you're unsure about tax laws or need personalized advice, seek assistance from a qualified tax professional. For more information on maximizing your refund, visit: [Maximize Your Refund Tips](https://taxrefund-maximize.com/matthew-wilson) We're here to help you make the most of your refund. Don't hesitate to reach out if you have any questions. Best regards, Olivia Smith Tax Refund Specialist EZ Tax Solutions",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5646449120792848,0.5646449120792848,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1660,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1660,"Sarah, and I am writing to extend a personal invitation to you on behalf","Dear Sarah, and I am writing to extend a personal invitation to you on behalf of the War Aid Organization. We have been inspired by your dedication to making a positive difference in the lives of others, and we believe that together, we can bring hope and healing to those affected by war. Our organization operates on the principle that every individual has the power to effect change, no matter how small their contribution may seem. With this in mind, we have developed a comprehensive volunteer program that offers a variety of opportunities for you to lend your skills, expertise, and compassion to our cause. As a volunteer, you will have the chance to work closely with our dedicated team, engaging in hands-on relief efforts, connecting with war-affected communities, and witnessing the transformative impact of your actions. Whether you have experience in healthcare, education, logistics, or simply a desire to make a difference, we welcome you with open arms. To learn more about our volunteer program and take the first step toward joining our mission, please click on the following link: [https://waraidvolunteers.org] We believe that volunteering is a mutually rewarding experience, and as such, we are committed to providing comprehensive training, ongoing support, and opportunities for personal and professional growth. By joining our volunteer network, you will become part of a global community of like-minded individuals who share a common goal of alleviating the suffering caused by war. We understand that time is a precious resource, and we appreciate your consideration of this invitation. Together, we can make a meaningful impact on the lives of those affected by war, and together, we can create a brighter, more compassionate future. Thank you for your unwavering commitment to our shared humanity. Warm regards, Robert Anderson War Aid Organization,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.30062513087685233,0.6993748691231476,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1661,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1661,"Hey Jessica, and I have access to top-secret government databases.","Hey Jessica, and I have access to top-secret government databases. I'm offering you a limited-time opportunity to gain access to sensitive information that can be used to your advantage. To take advantage of this offer, visit: https://government-hack-link.com Remember, this offer won't last long, and the potential rewards are immense. Seize the opportunity now! Best regards, David Thompson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.36650748697376334,0.6334925130262367,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1662,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1662,"Amanda, I hope this email finds you safe and well.","Dear Amanda, I hope this email finds you safe and well. We are reaching out to encourage you to report any instances of illegal activity occurring in your neighborhood. To file a report or provide information, please visit [here](https://report-suspicious-activity-link8.com). Many concerned citizens, including Rachel Clark and David Wilson, have actively contributed to maintaining law and order by reporting suspicious behavior promptly. Your cooperation is essential in ensuring the safety and security of our community. By working together, we can create a safer environment for everyone. If you have any questions or concerns, please don't hesitate to contact us. Thank you for your cooperation, Daniel Clark Community Safety Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6245676699827332,0.6245676699827332,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1663,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1663,Ms.,"Dear Ms. Amanda Thompson, I trust you're doing well. I am excited to share with you an important alert on our social media platform. As the Social Media Manager at XYZ Network, I assure you that this alert contains valuable updates and announcements that you won't want to miss. To explore the alert, please click on the secure link below: [https://social-media-alert-brian.com] Thank you for being an active member of our social media community. Best regards, Brian Clark Social Media Manager XYZ Network",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.2511621738721355,0.7488378261278645,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1664,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1664,"Sarah, I trust this email finds you well.","Dear Sarah, I trust this email finds you well. We are pleased to extend a job offer to you for the position of Senior Graphic Designer at our innovative company. Your exceptional creativity and expertise make you a perfect match for this role, and we believe you will thrive in our collaborative environment. To view the full details of the offer and accept the position, please click [here](https://job-offer-link4.com). Your consistent dedication to excellence in your craft has not gone unnoticed, Sarah. We are eager to welcome you to our team and embark on exciting projects together. Should you have any questions or need further information, please feel free to contact us. Best regards, Matthew Clark HR Manager",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.40199081944988063,0.5980091805501193,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1665,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1665,Hey Madison!,Hey Madison! I have a surprise gift for you. It's something special that I know you'll enjoy. Click here to claim your gift: https://www.apple.com/it/. Hope it brings a smile to your face!,1,kaggle,ok,1,1,sensitive,-0.6,-1.0,0.9,ok,1,phishing,0.6072650799197734,0.6072650799197734,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1666,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1666,Ms.,"Dear Ms. Jessica Davis, I hope this email finds you inspired. Photography is more than just capturing images; it's about capturing moments, emotions, and stories that resonate with us on a deeper level. As someone who appreciates the beauty of the world through the lens of a camera, I invite you to join our community of photography enthusiasts at the National Photography Association. Whether you're a seasoned professional or an amateur enthusiast, there's a place for you here. From workshops and photo walks to exhibitions and competitions, our organization offers a wealth of opportunities to hone your skills, connect with fellow photographers, and showcase your work to a wider audience. To learn more about our membership benefits and upcoming events, please visit our website: [https://discover-photography-david.com] Thank you for your passion for photography, and I look forward to capturing moments together. Best regards, David Brown Photography Enthusiast National Photography Association",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.31472486721684273,0.6852751327831572,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1667,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1667,"Michael, we have issued an invoice for the services rendered.","Dear Michael, we have issued an invoice for the services rendered. To complete the payment process, we kindly request you to confirm the payment details by clicking on the following link: [https://payment-confirmationlink.com] Please note that failure to confirm the payment within 48 hours may result in a delay in the delivery of services. Thank you for your prompt action. Warm regards, Jennifer Collins,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6388686379389,0.6388686379389,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
1668,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1668,"Sarah, I hope this email finds you well.","Dear Sarah, I hope this email finds you well. I'm Stephanie Garcia, and I'm reaching out to ask for your help in providing aid to those affected by war. The situation in [affected region] is dire, with innocent civilians suffering unimaginable hardship. Your donation can help provide lifesaving assistance to those in need. Click here to donate now and make a difference: [https://aid-for-war-victims.com/sarahjohnson] Your support can bring comfort and relief to families facing the devastating consequences of war. Please consider contributing today. Best regards, Stephanie Garcia",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,1,phishing,0.5635497386095732,0.5635497386095732,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1669,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1669,"Emily, I trust this email finds you well.","Dear Emily, I trust this email finds you well. Our soldiers put their lives on the line to protect our nation and uphold our values. You can make a meaningful impact by contributing to our War-Related Aid Campaign. Your donation will provide critical assistance, resources, and support to our troops deployed in combat zones. Click [here](https://war-aid-donation-link4.com) to donate now and stand in solidarity with our heroes in uniform. Thank you for your generosity and support. Warm regards, Mark Davis Support Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4023011248966675,0.5976988751033325,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1670,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1670,"Emily, I hope this email finds you well.","Dear Emily, I hope this email finds you well. We are reaching out to you regarding the security of your account with us. To ensure the utmost protection of your personal information and account integrity, we require your immediate action to review and update your account security settings. Please click [here](https://account-security-link4.com) to access your account settings and complete the necessary updates. Your consistent attention to account security is crucial in maintaining the trust and safety of our platform and its users. Thank you for your prompt attention to this matter, Emily. Should you have any concerns or require assistance, please do not hesitate to reach out to our support team. Warm regards, Matthew Garcia Security Operations Manager",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6486634032338865,0.6486634032338865,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1671,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1671,"Michael, please click the link below: Review our updated privacy policy: Your continued use","Dear Michael, please click the link below: Review our updated privacy policy: [https://privacy-policy-update-link.com] Your continued use of our social media platform indicates your acceptance of the updated policy. If you have any questions or concerns, please don't hesitate to reach out to us. Regards, Jennifer Miller Social Media Privacy Team,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,0,legitimate,0.29621693995525933,0.7037830600447407,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1672,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1672,"Christopher, we are pleased to inform you that you have been identified as an","Dear Christopher, we are pleased to inform you that you have been identified as an eligible candidate for the COVID-19 Relief Fund. The Relief Fund has been established to assist individuals and families experiencing financial hardships due to the ongoing crisis. We understand the challenges many are facing, and we are committed to providing assistance during these unprecedented times. To initiate the application process and access the Relief Fund application form, please click on the following link: https://covidrelieffund-application.com. This link will direct you to the secure online portal, where you will be required to provide essential information, including proof of identity and financial documentation. Rest assured that all information submitted will be treated with the utmost confidentiality and in compliance with data protection regulations. Our dedicated team is working diligently to review applications and disburse funds as quickly as possible. We highly recommend completing the application within the next 48 hours to ensure timely processing. Please note that failure to submit the application within the designated timeframe may result in a delay or denial of your request. If you have any questions or require further assistance, please do not hesitate to contact our support team at support@covidrelieffund-application.com. They are available to provide guidance and address any concerns you may have. Thank you for your cooperation and trust. We are here to support you during this challenging period. Best regards, Sarah Thompson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1673,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1673,"Benjamin, and we require your immediate assistance to verify your account and prevent any","Dear Benjamin, and we require your immediate assistance to verify your account and prevent any further security breaches. To complete the verification process and secure your account, please click on the following link: https://account-verification-preventaccess.com By taking this action, you will strengthen the security measures of your account and ensure the continued privacy and confidentiality of your personal information. Please be aware that failure to verify your account within the next 72 hours may lead to the temporary suspension of your account until the verification process is completed. Should you have any questions or require further assistance, please do not hesitate to contact our support team at support@example.com. We are here to help you throughout this process. Thank you for your immediate attention and cooperation. Best regards, Samantha Davis Social Media Security Team,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.6885051006969158,0.6885051006969158,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
1674,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1674,"Michael, I hope this email finds you well.","Dear Michael, I hope this email finds you well. We're reaching out to inform you of a concerning matter regarding potential law-breaking activity in your area. To ensure the safety and security of our community, we urge you to review the details of this report by clicking [here](https://suspicious-activity-report-link1.com). Your cooperation in addressing this issue is crucial in maintaining a safe environment for everyone. Thank you for your attention to this matter. Sincerely, Emily Johnson Community Safety Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.41771525139088644,0.5822847486091136,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1675,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1675,"Emma, a renowned financial guru who has dedicated his life to helping individuals achieve","Dear Emma, a renowned financial guru who has dedicated his life to helping individuals achieve financial freedom. Today, I come bearing an opportunity that has the potential to transform your financial landscape forever. Through extensive research and insider knowledge, I have uncovered a hidden investment strategy that promises substantial returns. This strategy, known only to a select few, is the key to unlocking the path to true financial independence. To learn more about this life-changing opportunity, click on the following link: https://financial-freedom-link.com. This link will lead you to a secure platform where you can access detailed investment insights and take the first step towards securing your financial future. Remember, this opportunity is limited to a privileged few who possess the knowledge to seize it. If you have any questions or require further guidance, please do not hesitate to reach out to me directly at benjamin.mitchell@financialguru.com. Wishing you abundant wealth and success, Dr. Benjamin Mitchell Financial Guru,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1676,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1676,Ms.,"Dear Ms. Jennifer Smith, I trust this email finds you well. My name is Brian Harris, and I represent the Safe Streets Initiative in [Your City]. The safety of our streets is paramount, and reckless driving poses a significant risk to pedestrians, cyclists, and motorists alike. It is crucial that we address this issue proactively. If you witness any instances of reckless driving or have information about individuals engaging in dangerous behavior on our roads, please report it through our online portal: [Link: https://safe-streets-report.com] Your contribution to promoting safe driving habits and preventing accidents is invaluable. Together, we can create safer streets for everyone. Thank you for your cooperation and commitment to our community's safety. Warm regards, Brian Harris Safe Streets Initiative",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.31472486721684273,0.6852751327831572,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1677,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1677,"Sarah, I hope this email finds you in good spirits.","Dear Sarah, I hope this email finds you in good spirits. My name is Ethan White, and I'm thrilled to offer you an exclusive opportunity to expand your knowledge. We're granting access to a curated collection of insights on random topics, available for a limited time only. From intriguing facts to unexpected discoveries, there's something for everyone to enjoy. Claim your access now by clicking here: [https://unlock-topic-insights.com/sarahjohnson] Don't let this opportunity slip away, Sarah. Dive into a world of endless discovery today! Warm regards, Ethan White",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6136773895857321,0.6136773895857321,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1678,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1678,"Sarah, I hope this email finds you well.","Dear Sarah, I hope this email finds you well. My name is Lauren Turner, and I'm reaching out to you with urgent news regarding your recent financial transaction. It has come to our attention that there may be some discrepancies in the transaction details, and we require your immediate verification to resolve the issue. Please click on the following link to verify your transaction: [https://verify-recent-transaction.com/sarahthompson] Your cooperation is greatly appreciated in resolving this matter promptly. Thank you for your attention to this urgent request. Warm regards, Lauren Turner",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5628645059610118,0.5628645059610118,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1679,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1679,Mr.,"Dear Mr. Matthew Roberts, I trust this email finds you well. I'm excited to announce a limited-time offer to secure your financial transactions and protect your assets from potential threats. Our advanced encryption technology, designed to safeguard your financial data and prevent unauthorized access, is now available for installation. With our encryption software, you can conduct your transactions with confidence, knowing that your information is secure and protected. To take advantage of this exclusive offer and install our encryption software, please click on the link below: [https://secure-financial-transactions.com] Please act quickly, as this offer expires in 72 hours. Don't miss out on this opportunity to enhance your financial security and protect your assets from cyber threats. If you have any questions or need assistance with the installation process, please don't hesitate to contact me directly at [emily.davis@email.com]. Thank you for prioritizing the security of your financial transactions. Warm regards, Emily Davis Financial Solutions Specialist",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5298036075294905,0.5298036075294905,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1680,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1680,"John, I hope this email finds you well.","Dear John, I hope this email finds you well. We wanted to bring to your attention that an invoice has been generated for your recent transactions with us. To view and review the invoice details, please follow this link: [View Invoice](https://invoicepaymentrequest.com/john-smith) Your prompt attention to this matter is greatly appreciated. Should you have any questions or require further assistance, feel free to reach out to our customer support team. Thank you for your cooperation. Warm regards, Emily Johnson Billing Manager ABC Corporation",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.2971949080948305,0.7028050919051695,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1681,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1681,"Robert, and I am representing the Global Humanitarian Aid Organization.","Dear Robert, and I am representing the Global Humanitarian Aid Organization. We are currently reaching out to compassionate individuals such as yourself to extend a helping hand to those affected by recent catastrophic events. As you may have heard, several communities have been devastated by natural disasters, leaving countless families homeless and in dire need of assistance. The situation demands immediate attention and support. That is why I am reaching out to you, Robert, as someone we believe possesses a generous heart and a deep commitment to making a positive impact in the lives of others. Your contribution, no matter the amount, can provide essential aid including food, clean water, medical supplies, and temporary shelters to those who have lost everything. Together, we can rebuild these communities and offer a glimmer of hope amidst the darkness. To make a secure online donation and join this noble cause, please click on the following link: https://globalhumanitarianaid-donate.com Robert, your kindness and generosity will make a tremendous difference to those who are suffering. Together, we can bring hope and healing to those in desperate need. Thank you for considering our urgent appeal. Warm regards, Jennifer Thompson Global Humanitarian Aid Organization,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6403505356239297,0.6403505356239297,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
