Subject,Body,label,data_source,No.,Sender,URL,File,Type,Created by,Source,Year,Motivation
Re: [vox] GPL limits put to a test,"On Fri, 23 Aug 2002, Tom wrote:

--]
--]XviD [1] is a project to make GPL divx codecs. Sigma Designs [1] is a

Sorry, Sigma Designs should be the [2] not the [1]

http://xent.com/mailman/listinfo/fork",0,fuzzer-LLM,3136,Tom <tomwhore@slack.net>,http://xent.com/mailman/listinfo/fork,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
The GOv gets tough on Net Users.....er Pirates..,"from http://www.arstechnica.com/

""There has mostly been talk thus far and little action, but the Department
of Justice says it may be ready to file criminal lawsuits against
individuals [1] who distribute or receive unauthorized copyrighted
material over the Internet. Deputy Assistant Attorney General John Malcolm believes
that ""criminal prosecutions of copyright offenders are now necessary to
preserve the viability of America's content industries."" Malcolm also
believes that people who trade copyrighted material think they are
participating in a legal activity. I certainly think people who download
copyrighted works understand that such distribution--barring provisions
such as fair use--is not authorized, and it is not surprising to see
businesses continue to look for means to discourage distribution of
copyrighted works.

""Some prosecutions that make that clear could be very helpful...I think
they would think twice if they thought there was a risk of criminal
prosecution,"" said [RIAA President Cary] Sherman, who was on the same
conference panel.

I'm not too confident that lawsuits would have the effect Sherman is
hoping for. Although infrequent, there have already been civil suits or
warnings issued to private individuals, and they have served as minor
deterrents to the file-sharing community at large. Criminal lawsuits
carrying with them the possibility of prison sentences may generate
further animosity against groups such as the RIAA and may be difficult to
initiate because of the ""schooling"" effect of millions of systems
participating in file sharing. Only servers would seem to stand out from
the crowd.

The article cites the No Electronic Theft (NET) Act [2], which defines
illegal activity and maximum penalties for copyright infringement:

Criminal infringement: Any person who infringes a copyright willfully for
purposes of commercial advantage or private financial gain, or by the
reproduction or distribution, including by electronic means, during any
180-day period, of 1 or more copies or phonorecords of 1 or more
copyrighted works, which have a total retail value of more than $1,000....
For purposes of this subsection, evidence of reproduction or distribution
of a copyrighted work, by itself, shall not be sufficient to establish
willful infringement.
...
The term ""financial gain"" includes receipt, or expectation of receipt, of
anything of value, including the receipt of other copyrighted works.

Therefore, receipt of a work of value would be defined as ""financial gain""
even if no money is involved. The NET Act excerpt does not clarify how the
value of a work is determined; an album or movie could be worth only $15
to millions of dollars depending on whether the value is assessed from the
perspective of the consumer or copyright holder.

The statute of limitations:

507. Limitations on actions

(a) Criminal Proceedings.--No criminal proceeding shall be maintained
under the provisions of this title unless it is commenced within five
years after the cause of action arose.

(b) Civil Actions.--No civil action shall be maintained under the
provisions of this title unless it is commenced within three years after
the claim accrued.

The penalties are too extensive to list here, but they can be found in
Section 2319: Criminal infringement of a copyright. In general, first-time
criminal offenses will carry a maximum prison sentence of 1 year.

I'm still not sure where the DOJ would start in choosing people to
prosecute because of the aforementioned ""schooling"" effect, but my guess
would be that, just like speeding, primarily the most prominent
individuals who operate large servers or transfer the most data will be
targeted in order to discourage more recreational file sharers. Thanks to
MonaLisaOverdrive for pointing out this story.
""

[1] http://news.com.com/2100-1023-954591.html?tag=fd_top
[2] http://www.usdoj.gov/criminal/cybercrime/17-18red.htm

http://xent.com/mailman/listinfo/fork",0,fuzzer-LLM,3137,Tom <tomwhore@slack.net>,http://www.arstechnica.com/,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
Re: The GOv gets tough on Net Users.....er Pirates..,"On Fri, 23 Aug 2002, Tom wrote:

> from http://www.arstechnica.com/
>
> ""There has mostly been talk thus far and little action, but the
> Department of Justice says it may be ready to file criminal lawsuits
> against individuals [1] who distribute or receive unauthorized
> copyrighted material over the Internet.

And yet STILL noone is out there creating _public domain_ content. Is there
even one person out there can can even begin to talk without being a
complete hypocrite? And no the ""open source"" people cant talk either, the
GPL aint even close. I know I cant talk.

If the creator didnt say you could have it without paying, it's theft, so
simple, hell that's even in all the major holy books.

Fair use needs to be clarified a bit and then I hope they start locking
people up. How else do i ever have hope of finding a job working for someone
that makes things people are supposed to ... *drumroll* pay for.

- Adam L. ""Duncan"" Beberg
http://www.mithral.com/~beberg/
beberg@mithral.com

http://xent.com/mailman/listinfo/fork",0,fuzzer-LLM,3138,"""Adam L. Beberg"" <beberg@mithral.com>",http://www.arstechnica.com/,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
Re: Java is for kiddies,"Reza B'Far (eBuilt) wrote:
> problems.... Why do most computer scientists insist on solving the same
> problems over and over again when there are some many more important and
> interesting problems (high level) to be solved ?????

Amen!

Doing it in an (unecessarily) harder way does NOT make you more of a man
(or less of a kiddie).

- Joe",0,fuzzer-LLM,3139,"""Joseph S. Barrera III"" <joe@barrera.org>",,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
package my stuff please :P,"If I have any RPMS in http://www.dudex.net/rpms/ that could be useful to some one with a real apt repository or someone who wants to maintain a package, be it known I am not selfish :) I found stuff I thought would later get popular so I would not have to maintain the RPMs for them after they hit the big time. Gnump3d is an exapmple of this. So if anyone is psyched, go for it. If so, let me know so I can get the RPMs from you in the future. -- That's ""angle"" as in geometry. _______________________________________________ RPM-List mailing list http://lists.freshrpms.net/mailman/listinfo/rpm-list",0,fuzzer-LLM,3140,""""" Angles "" Puglisi"" <angles@aminvestments.com>",http://www.dudex.net/rpms/,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
Re: [ILUG] Seconds to date?,"On Sun, Sep 01, 2002 at 04:14:17PM +0100, Paul Jakma mentioned:
> On Sun, 1 Sep 2002, kevin lyda wrote:
>
> > gnu date is limited by time_t. but i thought time_t expired in 2037?
> > this seems to show it expiring in 2038:
>
> (2^31-1)/3600/24/365+1970
> 2038
>
> course, on UltraSparc, x86-64, IA64, alpha, etc:
>
> (2^63-1)/3600/24/365+1970
> 292471210647
>
> so we should be safe enough.

May I assume that x86-64 will be able to use a 64bit time_t too?

Kate

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3141,"""John P. Looney"" <valen@tuatha.org>",http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] Can I be added to your email distribution lists?,"Dell Quinn
Account Executive
Fleishman-Hillard Saunders
15 Fitzwilliam Quay
Dublin 4
Ireland
Tel: 01 6188428
Fax: 01 6602244
Mobile: 086 6048101

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3142,"""Quinn, Dell"" <quinnd@fhs.ie>",http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] VPN implementation,"I need to setup a VPN between a few sites. From what I've read, the the
choices come down (on the Linux side) to IPsec (using FreeSWAN) or CIPE.
It seems that FreeSWAN is 'better', being an implementation of IPsec which
is a standard. However, CIPE does the job as well for Linux clients and is
somewhat simpler to setup.

The problem is that it's not a pure Linux situation - a couple of the sites
run OS-X. I'm pretty sure that I'll be able to find an implementation of
IPsec for OS-X, but I think CIPE is Linux only.

So, the question is for those of you have have implemented BOTH - is there a
significant difference in setup time and hassle between CIPE and FreeSWAN ?
If CIPE is going to be much easier than dealing with FreeSWAN (and whatever
on the OS-X sites) then I'll simply get a Linux box for each of the remote
sites - with the low price of hardware, it doesn't take much more complexity
in software to make buying hardware to use simpler software economic.

Niall

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3143,Niall O Broin <niall@linux.ie>,http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] The Age Old 'Which Mailer' Question,"I am trying to manage the email for a domain which I have hosted with
hosting365, and am trying to get the whole email send and receive thing
working nice and easily.
At the moment I have configured Fetchmail to poll the different pop3
mailboxes and deliver the mail accordingly, although it appears that I have
to have only one unix user being able to receive from each pop3 mailbox.
This could be a limitation of the fetchmailconf programme, I'm not sure, but
It would be much handier if I could just tell it to collect all of the mail
from the different mailboxes, and then deliver it locally according to the
""To:"" header instead of the pop3 mailbox it came from.
The other issue I am having is sending outgoing mail. I have been trying to
use sendmail, but am finding it to be an absolute pain in the posterior, and
when the relay server will only accept outgoing connections if I have
checked for incoming mail in the last twenty minutes, and I don't know how
to set sendmail to run a command before it sends out the mail. Do any of
the outgoing mailer programs, exim or postfix or whatever, have a 'nice'
configuration interface, or do they all have nice friendly configuration
files like sendmail.

Any suggestions of alternative solutions would be much appreciated. There
are only three or four email addresses in my domain, and setting it up for
scheduled collection and either scheduled or immediate delivery would do me
fine.

Thanks,

David.

David Hamilton
Senior Technical Consultant
HP Ireland

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3144,"""HAMILTON,DAVID (HP-Ireland,ex2)"" <david_hamilton3@hp.com>",http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] What HOWTOs for SOHO system,"Hi All,
I'm trying to set up the following:

1. A Linux server running with a modem for internet connectivity and an
ethernet card for LAN connectivity
2. Other LAN pcs with ethernet cards, using the Linux server for
DNS/DHCP etc.

Basically, I want to route any non LAN traffic through the ppp0.

I've got some of the way, but like a similar post earlier about modem
problems, when I am connected to the internet with eht0 up, the routing
is all incorrect and noting goes out through ppp0 (eh0 must be the
default route or something).

Is there standard ""out of the box"" Linux tools that will carry out
portmapping on behalf of the LAN PCs ? (I'm planning on non routable
addresses 192.168.x.x for the LAN, routed outwards via the ppp0
interface).

Can someone point me at the right HOWTOs or routing documentation I need
to follow ?
Thanks,
Dermot.

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3145,"""Dermot Daly"" <dermot.daly@itsmobile.com>",http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
RE: [ILUG] What HOWTOs for SOHO system,"Hi Dermot, if have a look at one of the dists. like www.smoothwall.org, it
will save you lots of time and effort, and should do eveything you want.

Justin

> -----Original Message-----
> From: ilug-admin@linux.ie [mailto:ilug-admin@linux.ie]On Behalf Of
> Dermot Daly
> Sent: Monday, September 02, 2002 11:46 AM
> To: ilug@linux.ie
> Subject: [ILUG] What HOWTOs for SOHO system
>
>
> Hi All,
> I'm trying to set up the following:
>
> 1. A Linux server running with a modem for internet connectivity and an
> ethernet card for LAN connectivity
> 2. Other LAN pcs with ethernet cards, using the Linux server for
> DNS/DHCP etc.
>
> Basically, I want to route any non LAN traffic through the ppp0.
>
> I've got some of the way, but like a similar post earlier about modem
> problems, when I am connected to the internet with eht0 up, the routing
> is all incorrect and noting goes out through ppp0 (eh0 must be the
> default route or something).
>
> Is there standard ""out of the box"" Linux tools that will carry out
> portmapping on behalf of the LAN PCs ? (I'm planning on non routable
> addresses 192.168.x.x for the LAN, routed outwards via the ppp0
> interface).
>
> Can someone point me at the right HOWTOs or routing documentation I need
> to follow ?
> Thanks,
> Dermot.
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
> information.
> List maintainer: listmaster@linux.ie
>
>
>

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3146,"""Justin MacCarthy"" <macarthy@iol.ie>",http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] Email list management howto,"I think I'll ask this question again, as I sent on friday afternoon. :-)

Justin

> Hi,
>
> Can anyone point me to a howto on running mailing lists. Not looking for
> anything that is package specific, but rather something that
> gives general
> info on the various Email headers and dealing with returned
> mails, errors in
> transport etc..
>
> Thanks
>
> Justin

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3147,"""Justin MacCarthy"" <macarthy@iol.ie>",http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
Re: [ILUG] Serial number in hosts file,"Ray Dermody's [DERMODYR@ITCARLOW.IE] 20 lines of wisdom included:
> Hi All,
> The serial number in our hosts files on our DNS server has gone
> corrupt e.g. 2002082999999999901 should be 20002082901.
> Its okay to set this back to todays date but I understand that our
> secondary and terninary DNS servers will only update from the master
> hosts file if the master host serial number is greater than the current
> serial number in the hosts file.
> Is there any way I can reset this on the secondary and terninary DNS
> servers?

Once you have the serial changed on the master DNS server, remove
the appropiate zone(s) on your slaves, and refresh your DNS servers.

Bind has a special case, if you set the serial to '0' I think. DNS &
Bind should have something on that.

--
Philip Reynolds
RFC Networks tel: 01 8832063
www.rfc-networks.ie fax: 01 8832041

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3148,Philip Reynolds <phil@redbrick.dcu.ie>,http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
Re: [ILUG] Email list management howto,"-----BEGIN PGP SIGNED MESSAGE-----

Vincent Cunniffe wrote:
| Justin MacCarthy wrote:
|
|> I think I'll ask this question again, as I sent on friday afternoon.
:-)
|
|
| Mailman ;-)
|
| Trust me, you do *not* want to running your own mailing lists
| on your own software.
|
| You'll wind up crying in a dark room looking for something
| high-voltage to stick your fingers into.

All things considered, I get that effect with Mailman, but the viable
alternatives are ezmlm, which is loonware and I'm avoiding on principle,
and majordomo, which seems to have stagnated. Oh, and there's apparently
something called SmartList which is a bitch to set up.

Waider.
- --
waider@waider.ie / Yes, it /is/ very personal of me
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1.0.6 (GNU/Linux)
Comment: Using GnuPG with Mozilla - http://enigmail.mozdev.org

iQEVAwUBPXNE16HbXyzZsAb3AQH2KQf/XqeOMaHNXAlzbmgd5iYd9VQaAgWAR2DQ
kdpz0NbECR2OS7PJoLY9lsPKgNshpJcDZIRsxJvXmfp5YRNq0AyP0HGGwRvWgjgB
0N9HG/Rgez7S5RhU79RAuhpFb9XO1XzMI0gSkDHSGefQsUOAZ69vZVLLsiRiyHFy
4u+vrPVTP0rYR7haX41JXu42GVWfT2K2DDFftAimqGCsJnu2MXcMI/Ptq1rtxhXD
WZhxCR+FAwirEk8Yz9Drl8+gJL0YJQFSoWumQzqLKKutx1lJvv7OS4yDjGRaQpxm
Jmq8lifudZayccbixx7ZcXMSlpP4C45Wj5XJSYW8RCjU1bgxTqhMbQ==
=eG8X
-----END PGP SIGNATURE-----

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3149,Waider <waider@waider.ie>,http://enigmail.mozdev.org,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] Damian Conway in Belfast...,"Hi All,

Damian Conway is in Belfast this week. He will be giving two talks:

o Perl 6 - Tuesday, 3rd September, 7pm, Jury's, Belfast
o Quantum::Superpositions - Thursday, 5th September, 7pm, Jury's, Belfast

He is also doing training courses...
http://www.kasei.com/training/damian/

Wesley.

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3150,Wesley Darlington <wesley@yelsew.com>,http://www.kasei.com/training/damian/,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] Marketing SIG has a good start :),"|::::::::::::::::::::::::::::::::::::::::::::::::::|

IT's Monday 520 02 September 2002

|::::::::::::::::::::::::::::::::::::::::|

STUDENT LIFE BEGINS WITH LINUX
by
John Sterne

The launch last month of a marketing special interest group by the
Irish Linux Users Group (ILUG) - open source and marketing, it
seems, might not be mutually exclusive concepts - has already
sparked an interesting initiative at University College Cork. When
the new academic year begins at UCC, every incoming student will
be offered a copy of Red Hat Linux 7.3.

ILUG member Braun Brelin proposed this promotion, when he ran a
training class for staff at the UCC computer science department.
Brelin, who is the director of technology at OpenApp, says that the
Linux offer could be extended to any or all of the other Irish
universities.

The user group is tapping into an international Red Hat programme
that aims to introduce students at all levels to the open source
style of computing. The Linux distributor runs an 'educational
channel' to reach this audience, bundling educational software
with its operating environment and offering networked support
services to eligible applicants. This scheme was originally designed
to suit the educational structures in the US, but is now available to
schools and universities throughout the world.

Red Hat Linux 7.3 incorporates ease of use and maintenance
features and is intended to counter objections that Linux is hard to
master on personal systems.

The Linux-for-all project at UCC could also raise the profile of Red
Hat Ireland. Based in Cork, this operation has run shared financial
services for other Red Hat offices in Europe since 2000. Until now
its involvement with users in Ireland has been fairly limited,
although it does sometimes refer them to other Red Hat offices in
Europe that offer consulting or technical support services.

David Owens, Red Hat's director of global logistics and production,
sees the formation of the ILUG marketing group as a reason to take
a more proactive approach. In the last three months, he notes, his
office in Cork has received more and more calls from Irish
companies that are interested in adopting Linux and has introduced
some to Red Hat pre-sales consultants.

-------------
Many thanks are due to Braun and David for working together on this one.

Regards
L.

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3151,Liam Bedford <pro@linux.ie>,http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
RE: [ILUG] Redhat 8.0,"I just saw the ISOs on an internal server here and was tempted....

D.

-----Original Message-----
From: John P. Looney [mailto:valen@tuatha.org]
Sent: Monday, September 02, 2002 3:45 PM
To: HAMILTON,DAVID (HP-Ireland,ex2)
Cc: 'ilug@linux.ie'
Subject: Re: [ILUG] Redhat 8.0

On Mon, Sep 02, 2002 at 03:22:54PM +0100, HAMILTON,DAVID (HP-Ireland,ex2)
mentioned:
> Does anyone know when Redhat 8.0 is going to be released?
> I have seen some ISO images of it around and I am trying to work out
> if it's near release.

Null, the third beta was out last week.

It'll be an interesting release. Gnome 2.0, and GCC 3.2 - both very new,
large projects.

I'd not be putting it on any production machines for a while...

Though many say ""RedHat X.0 releases are rubbish"" - it's worth baring in
mind that they jump a release when the underlying archtechture changes, not
just the installer, so they are .0 for a reason.

Kate

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3152,"""HAMILTON,DAVID (HP-Ireland,ex2)"" <david_hamilton3@hp.com>",http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] freeserve in the uk?,"ok, so if i was in the uk for a wekk, how might i configure my laptop to
dial in to a freebie isp? redhat's internet connection wizard actually
has settings for uk isp's, but freeserve is the only one i recognize
and it doen't seem to work.

has anyone here done this?

kevin

--
kevin@suberic.net that a believer is happier than a skeptic is no more to
fork()'ed on 37058400 the point than the fact that a drunken man is happier
meatspace place: home than a sober one. the happiness of credulity is a
http://ie.suberic.net/~kevin cheap & dangerous quality -- g.b. shaw

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3153,kevin lyda <kevin+dated+1031410733.71e31f@ie.suberic.net>,http://ie.suberic.net/~kevin,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
Re: bad DCC traffic from e-corp.net,"Vernon,

I'm changing the instructions in the SpamAssassin INSTALL file
right now to:

tar xfvz dcc-dccproc.tar.Z
cd dcc-dccproc-X.X.X
./configure && make && make install
cdcc 'info'

Let me know ASAP if that's innapropriate, since we're shipping
2.40 today!

C

On Monday, September 2, 2002, at 10:02 AM, Vernon Schryver wrote:

>> Here are the instructions in the spamassassin README:
>>
>> # tar xfvz dcc-dccproc.tar.Z
>> # cd dcc-dccproc-X.X.X
>> # ./configure && make && make install
>> # cdcc 'new map'
>> # cdcc 'add dcc.rhyolite.com'
>> # cdcc 'info'
>
> That's ok, except that the 'new map' and ""add dcc.rhyolite.com'
> are respectively unnecessary and wrong. The map file that comes
> with the source points to localhost and dcc.dcc-servers.net. Those
> two shipped entries usually do the right thing if there is a local
> server. If there is no local server or if the local server fails,
> requests are instantly sent to one of the public server names listed
> in the main DCC web page at
> http://www.rhyolite.com/anti-spam/dcc/ and http://www.dcc-
> servers.net/dcc/
> dcc.rhyolite.com has not been listed for months.",0,fuzzer-LLM,3154,"""Craig R.Hughes"" <craig@deersoft.com>",http://www.rhyolite.com/anti-spam/dcc/,,Valid,SpamAssassin,SpamAssassin.csv,2002,Reply
RE: [ILUG] VPN implementation,"On September 2, kialllists@redpie.com said:
> OS-X is linux
>

Er, no it's not. It's kinda BSD-related, but it's definitely not
Linux.

Waider.
--
waider@waider.ie / Yes, it /is/ very personal of me.

""Since I am project leader, I must not be permitted to go insane.""
- Theo de Radt

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3155,Ronan Waide <waider@waider.ie>,http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
RE: [ILUG] Drop in replacement for Ingres Database?,"> From: Paul Linehan [mailto:plinehan@yahoo.com]
>
> There are two open alternatives that I can think of
> that don't appear to have been mentioned
> elsewhere in this thread.
>
>
> One is Firebird (this is my personal favourite).
> It is http://FirebirdSQL.org and you can
> purchase support contracts here
> www.ibphoenix.com.

Indeedy - I had never even heard of firebird until we started a new job
last week with a client who uses it. So we popped it onto a box
downstairs and wow - it is fast. Comes with some lovely client tools
also. Supports all the db goodies, transactions, stored procedures,
triggers.

> It's really amazing to think how much they've got
> out of a db that is only 4 MB in size - that's 10
> times smaller than the Oracle *_client_*.
>
>
> Having said all of the above, Oracle is really
> a super product, but ya pays ya money...
>
IBM's db2 is another cheaper alternative to Oracle. Free single
developer license downloadable from their website.

Fergal.
--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3156,"""Fergal Moran"" <fergal.moran@wasptech.com>",http://FirebirdSQL.org,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] serial port transient failure,"Here's a weird and wacky problem:

I'm currently out of the country with my trusty Evo N600c laptop. When I
tried to use the serial port to talk to my mobile phone, Linux behaved
pretty much as if the port was fried. Bizarre, I thought, because I'd
used it successfully while in the office. The only difference was that I
was trying the thing in the hotel. I entertained brief notions of having
somehow fried the serial drivers, then rebooted the laptop to Windows
and tried again. Worked perfectly. Back to Linux. Still not talking.
Considered that it might be flaky power, so I ran the laptop on battery.
Nope. Tried moving the laptop to a differnet part of the room where
there might be less bogon flux. Still not working. Eventually I gave up
and used the IrDA port instead - which is usually the serial connection
of doom, grief, and teeth-grinding.

This morning, in the office, the damn thing is working without a hitch.

Anyone like to suggest what mystery technology is in use in the hotel
that prevents serial ports from working under Linux?

Cheers,
Waider.
--
waider@waider.ie / Yes, it /is/ very personal of me

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3157,Waider <waider@waider.ie>,http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
Re: [ILUG] rpm dependencies,"On Sat, Oct 05, 2002 at 06:06:14PM +0100, Padraig Brady mentioned:
> OK I'm upgrading vorbis on my machine and I'm getting
> the following:
>
> # rpm -U libvorbis-* vorbis-tools-1.0-1.i386.rpm
> error: failed dependencies:
> libvorbisfile.so.0 is needed by SDL_mixer-1.2.0-4
> libvorbisfile.so.0 is needed by xmms-1.2.5-7
> libvorbisfile.so.0 is needed by tuxracer-0.61-5
>
> This is because the new libvorbis.rpm only has libvorbisfile.so.3
> So is this a problem in the other packages depending on
> a specific version (libvorbisfile.so.0) rather than on the
> generic libvorbis.so ?

This is a pain.

The only way you can resolve this, to my knowledge is to download the
original libvorbis rpm and the new one. Remove the old one, then do:

rpm -Uvh libvorbis-*

RPM then assumes that you want both versions installed at the same time,
and does so. Why you can't do this after you have one library already
installed is beyond me.

Kate

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3158,"""John P. Looney"" <valen@tuatha.org>",http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
Re: [ILUG] Interesting article on free software licences,"David Neary said:
>
> For the francophones among you, this article is a summary of the
> reasons why most free software licences (and the GPL in
> particular) are not valid in France.
>
> http://www.linuxfrench.net/article.php3?id_article=1043
>
> Google translation (hard to read most of the time, but good
> enough to pick up the gist)
>
> http://makeashorterlink.com/?U26B52602
>
> In brief, in an international contract, when mentioning copyright, you
> must mention under which jurisdiction's laws the copyright
> is applied. French law requires the licence to be available in
> French (the GPL isn't). And French law requires that for a
> contract to be valid, it must not breach existing law. Also under
> French law, the copyright holder automatically retains the right
> to change the licence, which means that French law is in conflict
> with the GPL, which requires authorisation from all authors
> before a licence change is allowed.
>
> Also there's some stuff about French consumer law forbidding sale
> without guarantee of anything, so software delivered as-is
> breaches consumer law in France. But I didn't really follow that.

My French is a bit iffy these days, but if this is true, does it not also
nullify Microsoft, Adobe and WinZip licences amongst most others? These all
claim no liability, no guarantees (M$ say delivered ""with all faults"", so
at least they are honest).

/Ciaran.

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3159,"""Ciaran Johnston"" <cj@nologic.org>",http://www.linuxfrench.net/article.php3?id_article=1043,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
[ILUG] Retrieving read mail from webmail.eircom.net via POP ?,"Is there a way to get my read email downloaded off webmail.eircom.net.

I've been reading the emails using the web based interface. But I've
reached my quota limit. There doesn't seem to be any way to get the
emails off the server. I can connect to the account using POP, but that
only retrieves unread emails. There's also no way to mark emails as
unread from the html interface.

Is there a way I can use fetchmail perhaps to get it to pull down all
the emails and remove them off the server.

It's been years since I've used fetchmail, I don't recall be able to do
this.

Any other suggestions welcome. There's a few hundred email so I don't
fancy going through each one forwarding it to another account.

Glen

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,fuzzer-LLM,3160,Glen Gray <glen@netnoteinc.com>,http://www.linux.ie/mailman/listinfo/ilug,,Valid,SpamAssassin,SpamAssassin.csv,2002,Unknown
